text,category,amount
gift expense ₹3929 cred,Shopping,3929.0
"recharge 41467 rs is the amount, not 44871",Utilities,41467.0
Amazon payment INR48664,Shopping,48664.0
1mg ₹47123,Health,47123.0
coffee payment of 20735,Food,20735.0
cafe expense 38071,Food,38071.0
Ordered from PVR 20898,Entertainment,20898.0
Office Cab Ride 32673 Rs,Transport,32673.0
event 8158 was debited... correction Rs. 49136,Entertainment,49136.0
Ordered from Instamart Rs. 41117,Food,41117.0
Spent INR10890 on auto yesterday,Transport,10890.0
Paid For Restaurant 27864 Rs,Food,27864.0
Tea Break At Stall Inr29744,Food,29744.0
Just Paid Tuition Bill ₹650,Education,650.0
UPI payment to Dominos 48005 rs,Food,48005.0
"gift Calculated 12876 incorrectly, actual is ₹33523",Shopping,33523.0
Paid for lunch 24443,Food,24443.0
ordered from home centre rs. 41595,Housing,41595.0
Purchase Expense 26799 Rs,Shopping,26799.0
INR 9050 paid to Decathlon,Shopping,9050.0
vegetables charges 7080,Food,7080.0
INR 15925 paid to Burger King,Food,15925.0
Debit swipe Apollo Pharmacy 13250 rs,Health,13250.0
Adidas Bill Is 8157 Not 25788,Shopping,8157.0
Charity Donation Rs. 2947,Others,2947.0
23229 paid to Tata Sky,Utilities,23229.0
Paid 32005 at Cure.fit,Health,32005.0
HP Petrol payment 34351 rs,Transport,34351.0
fuel expense 23753 rs via gpay,Transport,23753.0
Bill From Urban Company Of Inr26804 cred,Housing,26804.0
bill payment of inr 19349,Utilities,19349.0
spent rs. 11201 on mcdonalds,Food,11201.0
"maid 37418 rs is the amount, not 7924",Housing,37418.0
dinner cost inr 31901,Food,31901.0
Transaction at MedPlus for Rs. 1851,Health,1851.0
Paid INR 27231 at Nike,Shopping,27231.0
petrol charges ₹2262,Transport,2262.0
Monthly Bus Pass Renewal 44234.00,Transport,44234.0
Adidas payment INR 20767,Shopping,20767.0
Debit swipe Rapido 35623,Transport,35623.0
dth yearly subscription ₹1454,Utilities,1454.0
Ordered from IRCTC INR 10379 cred,Transport,10379.0
"fitness Calculated 16769 incorrectly, actual is INR 26755 debt",Health,26755.0
"HDFC Calculated 20417 incorrectly, actual is 37137",Income,37137.0
diesel cost 22873.00,Transport,22873.0
diwali shopping for family ₹44763,Shopping,44763.0
Transaction At Uber For Inr 15464 debt,Transport,15464.0
Swiggy Spent 5425 oh wait it was 24082,Food,24082.0
Maid Salary For This Month 11773,Housing,11773.0
Monthly fruits 21387.00,Food,21387.0
Paid 46534 at Charity,Others,46534.0
broadband payment of INR 32895 upi ref 79446 today,Utilities,32895.0
Paid Rs. 5583 at Swiggy successful,Food,5583.0
Paid for electrician 14626 rs,Housing,14626.0
Paid 1652 Rs At Home Centre successful on 12/05,Housing,1652.0
Paid 39739 at Home Centre on 12/05,Housing,39739.0
coffee Paid 27743 wait no ₹37802,Food,37802.0
"Pizza Hut 27933 rs is the amount, not 27998",Food,27933.0
Monthly cafe 22027 rs,Food,22027.0
just paid breakfast bill 47825 debt last night,Food,47825.0
Paid Rs. 9032 at Starbucks debt,Food,9032.0
paid rs. 4885 at adidas txn id 443674,Shopping,4885.0
Debit swipe Air Asia 22636,Transport,22636.0
Spent Rs. 43133 On Purchase,Shopping,43133.0
spotify not 205 but ₹32312,Entertainment,32312.0
Charity Not 15082 but INR10356,Others,10356.0
sunday brunch bill INR26558 txn id 383031,Food,26558.0
party cost 33876 rs on 12/05,Entertainment,33876.0
recharge 46551 ... not 10730,Utilities,46551.0
Just paid concert bill 14750 rs,Entertainment,14750.0
internet connection setup fee INR46138,Utilities,46138.0
"Bescom INR13536 is the amount, not 29513",Utilities,13536.0
Myntra 39498 No Make It ₹25564,Shopping,25564.0
Monthly snack Rs. 31744,Food,31744.0
UPI payment to IRCTC INR31336 cred,Transport,31336.0
Late Night Craving Order Inr 19568,Food,19568.0
Spent 6103.00 On Purchase last night,Shopping,6103.0
Paid 35218 at Amazon,Shopping,35218.0
"Rent Calculated 28441 Incorrectly, Actual Is 25104.00",Housing,25104.0
IKEA INR420,Housing,420.0
friend payment inr40375 upi ref 47585,Others,40375.0
Paid For Vegetables ₹2990,Food,2990.0
cafe Not 19462 but INR 30196,Food,30196.0
misc 17072 no make it ₹21743,Others,21743.0
dominos payment rs. 11936,Food,11936.0
Ordered from Uber 41108,Transport,41108.0
INR47529 paid to Tata Sky,Utilities,47529.0
Paid Inr16058 At Instamart,Food,16058.0
wifi bill payment INR 5483,Utilities,5483.0
office canteen lunch ₹36350,Food,36350.0
train ticket booking tatkal ₹10884,Transport,10884.0
ordered from irctc inr 9703 upi ref 85174,Transport,9703.0
Udemy 30825 was debited... correction ₹40909,Education,40909.0
grocery charges 28500,Food,28500.0
parking payment of inr 25738,Transport,25738.0
gym membership renewal INR 2429,Entertainment,2429.0
Monthly bus ₹27776 cred,Transport,27776.0
mcdonalds payment inr39450,Food,39450.0
broadband not 4195 but inr6723 txn id 454592,Utilities,6723.0
UPI payment to Adidas ₹47974,Shopping,47974.0
INR 42524 paid to Subway,Food,42524.0
checkup payment of inr46661,Health,46661.0
bill cost 748,Utilities,748.0
tea break at stall INR24437,Food,24437.0
flight expense 23030 rs via gpay,Transport,23030.0
plumbing service charge inr18363 successful,Housing,18363.0
Upi Payment To Amazon Prime Rs. 14724 upi ref 62398,Entertainment,14724.0
BookMyShow Rs. 31550,Entertainment,31550.0
lunch cost 40493 rs txn id 123205,Food,40493.0
subscription Not 42444 but INR436,Entertainment,436.0
INR21750 paid to Practo,Health,21750.0
Debit swipe Udemy 20603,Education,20603.0
Paid For Mobile 31072.00,Utilities,31072.0
UPI payment to Zomato INR44900 via gpay,Food,44900.0
Paid Rs. 11587 at IKEA txn id 346572 last night,Housing,11587.0
Ordered from Act Fibernet 28557.00 upi ref 61978,Utilities,28557.0
Just paid coffee bill Rs. 16640,Food,16640.0
Bill From Cure.Fit Of 15878.00 via gpay,Health,15878.0
paid for show inr 9034,Entertainment,9034.0
"Water Bill Calculated 48202 Incorrectly, Actual Is Inr20417",Housing,20417.0
Debit Swipe Dominos 44122.00,Food,44122.0
game 11528 was debited... correction 14700,Entertainment,14700.0
Spent Rs. 27805 On Dominos,Food,27805.0
Plumber Typo 3050 Read As 14566,Housing,14566.0
debit swipe instamart rs. 18596,Food,18596.0
Spent Rs. 1562 On Swiggy,Food,1562.0
apparel expense 30418.00,Shopping,30418.0
transaction at bigbasket for inr 11981 upi ref 90540,Food,11981.0
bill from rapido of inr13797,Transport,13797.0
Dishtv Inr 12618 via phonepe yesterday,Utilities,12618.0
PlayStation Bill is 21159 rs not 31774,Entertainment,21159.0
Burger King Payment 28430.00,Food,28430.0
Debit swipe KFC ₹27704 upi ref 77976,Food,27704.0
Bill From Practo Of Inr12856,Health,12856.0
paid for show 3401.00 debt,Entertainment,3401.0
lunch cost ₹9464,Food,9464.0
gift for anniversary 9642.00,Shopping,9642.0
ordered clothes online ₹38399,Shopping,38399.0
dominos payment inr12717 via gpay,Food,12717.0
transaction at adidas for 39321 rs,Shopping,39321.0
train Typo 1189 read as INR 32540 cred,Transport,32540.0
44327 rs for vegetables,Food,44327.0
restaurant payment of INR 5916,Food,5916.0
winter wear purchase 30837 rs,Shopping,30837.0
Upi Payment To Hp Petrol 169.00,Transport,169.0
dinner expense INR9105 on card,Food,9105.0
₹18808 paid to Instamart,Food,18808.0
Debit swipe Shell INR 28899,Transport,28899.0
Spent Inr 6411 On Air Asia,Transport,6411.0
Ordered From Tata Sky 48539.00,Utilities,48539.0
Paid For Breakfast 37084.00,Food,37084.0
auto rickshaw fare 30792 rs,Transport,30792.0
bill Bill is 16782 not 38850,Utilities,16782.0
Restaurant Bill Is Inr46626 Not 152,Food,46626.0
accessories spent 11771 oh wait it was 21097.00,Shopping,21097.0
Metro Expense 39150.00,Transport,39150.0
Air Asia ₹30164 yesterday,Transport,30164.0
Bill from Dominos of INR 30413,Food,30413.0
Debit swipe Flipkart 13247,Shopping,13247.0
Debit swipe Decathlon 37179,Shopping,37179.0
Bill from NoBroker of INR23867,Housing,23867.0
metro ride to work 18362 rs,Transport,18362.0
rs. 39472 for cafe,Food,39472.0
UPI payment to Home Centre Rs. 48556 on 12/05,Housing,48556.0
Mcdonalds 20590 upi ref 39808,Food,20590.0
INR13162 paid to Swiggy,Food,13162.0
Monthly gym Rs. 48531,Entertainment,48531.0
Ordered from Nike 3796.00,Shopping,3796.0
late night craving order ₹13083 yesterday,Food,13083.0
refund expense INR40126 successful,Income,40126.0
purchase typo 33401 read as 37775 rs successful,Shopping,37775.0
just paid recharge bill 44710 rs,Utilities,44710.0
tea break at stall 42264.00,Food,42264.0
streaming service monthly fee 38786 rs,Entertainment,38786.0
spent rs. 23086 on lunch,Food,23086.0
Ordered From Uber Rs. 33132 via paytm,Transport,33132.0
bus INR 48129 ... not 14495,Transport,48129.0
DishTV Rs. 48475,Utilities,48475.0
dishtv rs. 34746 ... not 22721,Utilities,34746.0
Burger King 36681,Food,36681.0
Broadband Expense Rs. 28634,Utilities,28634.0
hospital cost 36212 rs on card,Health,36212.0
movie night with family 36916.00 on card,Entertainment,36916.0
Just Paid Interest Bill 48243,Income,48243.0
Debit swipe DishTV INR1046,Utilities,1046.0
Spent ₹18440 on deposited,Income,18440.0
plumbing service charge Rs. 14453 debt,Housing,14453.0
Debit swipe H&M 11675.00,Shopping,11675.0
Paid for petrol 42566,Transport,42566.0
withdrawal expense 43617 rs last night,Others,43617.0
transaction at bigbasket for inr 19006 successful,Food,19006.0
Spent 34173 rs on coffee today,Food,34173.0
Ordered from Apple Store 43953,Shopping,43953.0
Apparel Bill Is 19469... Sorry Inr 18288,Shopping,18288.0
Ordered from IMAX Rs. 13592,Entertainment,13592.0
Bill From Subway Of 3535,Food,3535.0
DishTV ₹1220,Utilities,1220.0
donation charges 19987.00 via paytm,Others,19987.0
Monthly Metro Inr15915,Transport,15915.0
metro payment of 44568,Transport,44568.0
Paid 26419 at Amazon Prime,Entertainment,26419.0
UPI payment to Apollo Pharmacy Rs. 17222,Health,17222.0
fitness center payment of inr 46761,Entertainment,46761.0
just paid apparel bill 25985 rs via gpay,Shopping,25985.0
paid inr32998 at adidas on card,Shopping,32998.0
office cab ride 19086 rs,Transport,19086.0
sunday brunch bill Rs. 7793,Food,7793.0
Debit swipe Air Asia 27225,Transport,27225.0
mcdonalds 37879 was debited... correction inr31364 debt,Food,31364.0
gas bill bill is ₹16279 not 19601,Housing,16279.0
upi payment to employer 43681.00,Income,43681.0
Just paid shopping bill ₹45506 on 12/05,Shopping,45506.0
monthly doctor 47232.00 last night,Health,47232.0
petty cash expense INR30725,Others,30725.0
Spent Rs. 40954 on Steam,Entertainment,40954.0
bus Paid 25651 wait no Rs. 26034,Transport,26034.0
"Zara Inr 6571 Is The Amount, Not 17324 yesterday",Shopping,6571.0
₹8854 for shoes,Shopping,8854.0
debit swipe cure.fit 20288.00,Health,20288.0
Monthly cafe 37455.00,Food,37455.0
Ordered from Burger King 8185.00,Food,8185.0
Bill from Tata Sky of INR 18617,Utilities,18617.0
movie night with family 23321.00,Entertainment,23321.0
33067 rs for restaurant,Food,33067.0
Paid for gift INR 16648 txn id 697142,Shopping,16648.0
vegetables Not 21718 but INR31132,Food,31132.0
Paid for tuition 36664 rs,Education,36664.0
Fuel Transfer 9365 Actually Inr49213,Transport,49213.0
Spent 23504.00 On Ola,Transport,23504.0
electronics Typo 11446 read as ₹38914,Shopping,38914.0
fuel filled for bike INR 14930 today,Transport,14930.0
diwali shopping for family ₹19880,Shopping,19880.0
shoes expense Rs. 3639,Shopping,3639.0
8955 rs paid to Air Asia,Transport,8955.0
Debit swipe Adidas INR35709 via paytm,Shopping,35709.0
debit swipe pizza hut inr38048,Food,38048.0
Monthly dinner 32706 via gpay,Food,32706.0
Transaction at DishTV for INR 27539,Utilities,27539.0
coursera ₹29279 ... not 31199,Education,29279.0
sunday brunch bill INR25159 cred,Food,25159.0
clothes payment of 29039,Shopping,29039.0
apparel 3643 no make it 11434 rs,Shopping,11434.0
Transaction at Home Centre for ₹21384,Housing,21384.0
Spent 14486.00 on dinner,Food,14486.0
Spent ₹28017 on Airtel,Utilities,28017.0
Wifi Bill Payment Inr48534,Utilities,48534.0
upi payment to bescom 35681.00,Utilities,35681.0
Spent ₹38616 on H&M,Shopping,38616.0
Paid 39322 rs at Decathlon,Shopping,39322.0
Just paid doctor bill INR10152 on card,Health,10152.0
course expense INR 10869,Education,10869.0
Spent 28018 on Shell,Transport,28018.0
Transaction at Blinkit for 12634.00,Food,12634.0
sunday brunch bill inr7382 via gpay,Food,7382.0
Upi Payment To Decathlon Inr 12728,Shopping,12728.0
Coursera Rs. 12435 on card,Education,12435.0
Postpaid Expense 46611 via paytm on 12/05,Utilities,46611.0
Late Night Craving Order ₹35126,Food,35126.0
Ordered from Dominos Rs. 43038,Food,43038.0
Snack Expense 10645,Food,10645.0
Paid Rs. 5009 at Zomato,Food,5009.0
Just paid apparel bill 16322 rs,Shopping,16322.0
bought vegetables from local shop rs. 20817 today,Food,20817.0
Monthly toll INR46762,Transport,46762.0
class payment of inr 22201 upi ref 87999,Education,22201.0
Decathlon Paid 43055 Wait No 6600 cred,Shopping,6600.0
Paid for rent 41357.00,Housing,41357.0
Transaction At Udemy For ₹35076,Education,35076.0
Just paid internet bill Rs. 15719,Utilities,15719.0
Shell ₹786 on card,Transport,786.0
UPI payment to Apple Store ₹44386 txn id 500833,Shopping,44386.0
debit swipe vi inr36710 via gpay today,Utilities,36710.0
toll cost 30174,Transport,30174.0
Paid 34690 rs at Rapido,Transport,34690.0
monthly ride inr 2749,Transport,2749.0
Paid ₹44745 At H&M,Shopping,44745.0
amount deposited in bank inr 17770,Income,17770.0
Spent INR 21483 on toll,Transport,21483.0
39991 paid to BigBasket,Food,39991.0
carpenter 18589 was debited... correction INR 25193,Housing,25193.0
zara 43805.00,Shopping,43805.0
Paid for metro 49864.00,Transport,49864.0
Inr 49915 For Purchase,Shopping,49915.0
Shopping Charges Inr39594,Shopping,39594.0
Spent 29439 rs on Nike,Shopping,29439.0
Spent Rs. 49371 On Bank,Income,49371.0
Ordered Clothes Online Inr 20172,Shopping,20172.0
INR767 paid to Friend,Others,767.0
dental cleaning charges ₹46620 txn id 280525,Health,46620.0
Paid For Consultation 29767,Health,29767.0
Rs. 42394 paid to Byju's,Education,42394.0
Ordered from Ajio 4021.00 debt,Shopping,4021.0
Friend payment ₹12713,Income,12713.0
Paid for accessories 27599 rs,Shopping,27599.0
cinema charges 24384 rs last night,Entertainment,24384.0
grocery 17177 no make it INR21869 via gpay,Food,21869.0
spent 48348 on fuel,Transport,48348.0
Ordered From Irctc Rs. 19516,Transport,19516.0
Paid ₹21675 At Indigo,Transport,21675.0
Lunch Charges 744.00 on card,Food,744.0
Flight Expense 47424,Transport,47424.0
gym membership renewal 22384.00,Entertainment,22384.0
Spent ₹46923 On Bigbasket,Food,46923.0
Transaction at Unknown for ₹8103,Others,8103.0
Act Fibernet Bill is ₹6795 not 6932,Utilities,6795.0
dental cleaning charges inr20789,Health,20789.0
Transaction at Charity for INR 42819,Others,42819.0
plumbing service charge 41661 rs,Housing,41661.0
"Flight ₹13463 Is The Amount, Not 954",Transport,13463.0
bill from medplus of 35984,Health,35984.0
Monthly broadband INR 41868,Utilities,41868.0
ordered from cure.fit inr 4858 last night,Health,4858.0
show payment of ₹3760,Entertainment,3760.0
Inr21221 Paid To Pizza Hut,Food,21221.0
maid charges INR 38023,Housing,38023.0
just paid show bill 3318 rs txn id 704168,Entertainment,3318.0
gift for anniversary INR 39098,Shopping,39098.0
McDonalds payment Rs. 6905 cred,Food,6905.0
Bill from PVR of INR40333,Entertainment,40333.0
auto rickshaw fare INR 27861,Transport,27861.0
Bill from Dominos of 46362 rs,Food,46362.0
shopping spree at mall 48164.00,Shopping,48164.0
Inr40928 For Food successful,Food,40928.0
restaurant expense ₹32913,Food,32913.0
amazon payment inr25394 debt,Shopping,25394.0
Monthly Plumber Inr12828,Housing,12828.0
Accessories Not 1756 But 33707,Shopping,33707.0
ikea rs. 896,Housing,896.0
"dinner calculated 8177 incorrectly, actual is ₹39568 successful",Food,39568.0
Zara 6378 No Make It Inr32552,Shopping,32552.0
Flight Charges Rs. 41219,Transport,41219.0
Practo 45727 on 12/05,Health,45727.0
UPI payment to Air Asia 49334 rs,Transport,49334.0
IKEA payment ₹7745,Housing,7745.0
Vegetables Cost 18637,Food,18637.0
tea break at stall 19432.00,Food,19432.0
fruits charges 47738.00,Food,47738.0
Uber Rs. 40067,Transport,40067.0
hospital expense ₹25442 debt,Health,25442.0
Concert Cost 39662 Rs,Entertainment,39662.0
bill from playstation of 40509 via phonepe,Entertainment,40509.0
Jio Payment 40181 successful,Utilities,40181.0
Spent 9533.00 on DishTV,Utilities,9533.0
Blinkit Payment Inr 10938,Food,10938.0
Spent 15090 rs on bill,Utilities,15090.0
Inr 43152 Paid To Tata Sky via phonepe yesterday,Utilities,43152.0
Spent INR 45707 on vegetables,Food,45707.0
Vi payment Rs. 8597,Utilities,8597.0
event charges INR 1027 on 12/05,Entertainment,1027.0
1315 for show,Entertainment,1315.0
Inr4146 Paid To Dominos on card,Food,4146.0
Monthly breakfast 21815.00,Food,21815.0
went out for dinner with friends ₹1035 yesterday,Food,1035.0
Paid 4400.00 At Myntra,Shopping,4400.0
rs. 6142 paid to amazon,Shopping,6142.0
Apparel Typo 32546 Read As 31357.00,Shopping,31357.0
Rs. 17934 Paid To Bank,Income,17934.0
tea break at stall 9340.00,Food,9340.0
Debit Swipe Blinkit Inr 5051 upi ref 70012,Food,5051.0
INR17148 paid to Practo via phonepe last night,Health,17148.0
debit swipe friend inr14865,Others,14865.0
Ordered from Indigo 32699 on card,Transport,32699.0
h&m bill is 44984.00 not 34798,Shopping,44984.0
Zara payment 9137 rs,Shopping,9137.0
purchase charges 3099,Shopping,3099.0
₹40330 paid to Home Centre via paytm,Housing,40330.0
accessories cost INR9460,Shopping,9460.0
adidas not 22290 but ₹39253,Shopping,39253.0
Spent 2062.00 on prepaid yesterday,Utilities,2062.0
Spent ₹36142 On Bus,Transport,36142.0
dth yearly subscription ₹10508 upi ref 73706,Utilities,10508.0
Flight Transfer 10211 Actually Inr 44450 last night,Transport,44450.0
electronics store bill Rs. 15136,Shopping,15136.0
37429.00 paid to IMAX,Entertainment,37429.0
apparel Bill is 47371... sorry Rs. 30650,Shopping,30650.0
byju's payment ₹16672,Education,16672.0
Monthly coffee ₹21310 on 12/05,Food,21310.0
Debit swipe Starbucks 17483 cred,Food,17483.0
Urban Company ₹46139,Housing,46139.0
Bill from Spotify of Rs. 42096,Entertainment,42096.0
cafe not 28053 but inr40156,Food,40156.0
purchase expense 23909.00,Shopping,23909.0
parking charges at mall 26631.00 last night,Transport,26631.0
transaction at asian paints for 6791 rs,Housing,6791.0
Debit swipe KFC 31977 rs,Food,31977.0
Spent 49105.00 on Bescom,Utilities,49105.0
vegetables cost 30152 rs,Food,30152.0
debit swipe charity 23506.00,Others,23506.0
spent inr 3978 on google pay,Income,3978.0
metro ride to work 14597.00,Transport,14597.0
Spent ₹11070 on gym,Health,11070.0
Apple Store Not 39843 but 9988 via gpay,Shopping,9988.0
Spent 21785.00 On Urban Company upi ref 89443 today,Housing,21785.0
Spent Rs. 41800 On Hp Petrol via gpay,Transport,41800.0
ordered clothes online Rs. 8629,Shopping,8629.0
6544.00 For Coffee,Food,6544.0
Just paid ride bill 2321 rs,Transport,2321.0
mobile 8866 ... not 47071,Utilities,8866.0
Transaction at Amazon for INR 2879,Shopping,2879.0
Monthly lunch ₹19823,Food,19823.0
UPI payment to KFC ₹44074,Food,44074.0
furniture Not 26205 but 5537,Housing,5537.0
starbucks rs. 34485,Food,34485.0
1841 Paid To Pizza Hut,Food,1841.0
paid for misc 47793.00,Others,47793.0
Amazon payment INR 20636,Shopping,20636.0
KFC 13813.00,Food,13813.0
Electrician Repair Work 4023 via paytm,Housing,4023.0
Ordered from Asian Paints ₹30768,Housing,30768.0
paid inr20077 at bescom,Utilities,20077.0
electronics store bill INR41662,Shopping,41662.0
Fuel Filled For Bike 29436,Transport,29436.0
fuel Rs. 21721 ... not 21584,Transport,21721.0
Kfc 7835 Rs,Food,7835.0
Bescom Not 6803 but ₹32756,Utilities,32756.0
Ordered from DishTV Rs. 26953,Utilities,26953.0
"Zara Calculated 12092 Incorrectly, Actual Is 16586.00 via phonepe",Shopping,16586.0
Bill from Rapido of INR33993,Transport,33993.0
Transaction at Blinkit for INR3557,Food,3557.0
Ordered from Airtel Rs. 8962 yesterday,Utilities,8962.0
Just Paid Movie Bill ₹32706 upi ref 75439,Entertainment,32706.0
sunday brunch bill ₹31065,Food,31065.0
vegetables expense 7133 rs upi ref 36013,Food,7133.0
trip expense INR 5756 via phonepe on 12/05,Transport,5756.0
Zomato Bill is INR45684 not 5267,Food,45684.0
paid for metro rs. 23596,Transport,23596.0
received payment of 43733.00 on 12/05,Others,43733.0
petrol INR 43574 ... not 21135 via paytm,Transport,43574.0
parking Rs. 48889 ... not 7156 debt,Transport,48889.0
uber payment 21875 rs via phonepe,Transport,21875.0
paid rs. 18591 at home centre,Housing,18591.0
Amazon Not 14813 but ₹10425,Shopping,10425.0
Electrician Repair Work Inr36013,Housing,36013.0
Went Out For Dinner With Friends Rs. 38315,Food,38315.0
Debit swipe McDonalds INR42743,Food,42743.0
Paid 49429 at DishTV,Utilities,49429.0
transaction at 1mg for inr33139,Health,33139.0
Spent 22561 rs on broadband successful,Utilities,22561.0
Ordered from Instamart Rs. 31187,Food,31187.0
Food Expense ₹3902,Food,3902.0
pizza hut 2448 no make it 26768 cred,Food,26768.0
Monthly accessories INR 19155 via gpay,Shopping,19155.0
Went Out For Dinner With Friends 20399.00 yesterday,Food,20399.0
spent 33278.00 on ajio,Shopping,33278.0
Decathlon Payment Rs. 11308 txn id 227010 today,Shopping,11308.0
Just paid gift bill INR 26787,Shopping,26787.0
received payment of 4874 rs,Others,4874.0
Monthly Dinner Inr 14786,Food,14786.0
Ajio Transfer 3178 actually 3735 rs,Shopping,3735.0
Jio Rs. 43357 instead of 15355,Utilities,43357.0
spent 11834 on trip last night,Transport,11834.0
Spent INR 8196 on Practo,Health,8196.0
Spent INR 39675 on dth,Utilities,39675.0
8417 rs for shoes,Shopping,8417.0
Spent 9180 on metro,Transport,9180.0
Monthly dinner INR37489,Food,37489.0
"BigBasket INR 45457 is the amount, not 17919",Food,45457.0
Spent Rs. 32173 On Electrician,Housing,32173.0
878 rs for recharge,Utilities,878.0
Just paid shoes bill Rs. 45290,Shopping,45290.0
Debit Swipe Nobroker ₹29259,Housing,29259.0
accessories payment of inr 29887,Shopping,29887.0
Booked Flight Tickets For Vacation ₹43835,Transport,43835.0
Spent 33906 rs on Kindle successful,Education,33906.0
Paid 17808 at Ola cred,Transport,17808.0
Monthly transfer INR 26478 last night,Others,26478.0
gift for anniversary 27001 rs on 12/05,Shopping,27001.0
Debit swipe NoBroker INR 36173,Housing,36173.0
Charity 49937.00,Others,49937.0
1mg Rs. 36860,Health,36860.0
"broadband Rs. 22875 is the amount, not 33520",Housing,22875.0
broadband ₹39399 ... not 16476,Utilities,39399.0
INR38487 paid to Indigo,Transport,38487.0
Transaction at Charity for INR22270,Others,22270.0
winter wear purchase INR 43476 txn id 201812,Shopping,43476.0
flight charges inr4079 upi ref 51428,Transport,4079.0
office cab ride inr 49201,Transport,49201.0
Subway Rs. 2533 ... not 29953 on 12/05,Food,2533.0
Paid for electronics 8341.00,Shopping,8341.0
Transaction at KFC for 17961.00,Food,17961.0
upi payment to kfc 11637 rs,Food,11637.0
Transaction at IRCTC for 43684,Transport,43684.0
upi payment to blinkit inr8566 yesterday,Food,8566.0
fee Spent 7279 oh wait it was ₹26225 via paytm,Education,26225.0
Apple Store Paid 28570 wait no 32614 rs,Shopping,32614.0
Spent INR40479 on cafe,Food,40479.0
yoga 492 no make it Rs. 639,Health,639.0
10646.00 Paid To Apple Store last night,Shopping,10646.0
UPI payment to Amazon INR10206,Shopping,10206.0
Spent 46071.00 on Practo,Health,46071.0
training Transfer 37194 actually INR45744 via phonepe,Education,45744.0
Ola Bill Is 26186 Not 11892,Transport,26186.0
bowling alley bill 35313 txn id 482287,Entertainment,35313.0
24943 rs paid to Subway,Food,24943.0
shopping payment of 14323 via phonepe,Shopping,14323.0
diwali shopping for family INR 14277 via gpay yesterday,Shopping,14277.0
udemy transfer 24091 actually rs. 5336,Education,5336.0
spent ₹24054 on electrician,Housing,24054.0
wifi bill payment INR27600,Housing,27600.0
Bill From Netflix Of Inr 3826,Entertainment,3826.0
"internet Calculated 32158 incorrectly, actual is INR38469",Utilities,38469.0
UPI payment to Coursera INR 26152,Education,26152.0
Ordered from KFC 24354 cred,Food,24354.0
Spent INR38281 on PlayStation upi ref 62719,Entertainment,38281.0
school Not 18687 but Rs. 29509,Education,29509.0
Atm Expense 25815,Others,25815.0
KFC payment INR23209 via paytm,Food,23209.0
bought new curtains for hall ₹47573,Housing,47573.0
maid bill is 17823... sorry rs. 29494,Housing,29494.0
Ordered from Steam ₹13964,Entertainment,13964.0
food 6111 no make it 10555.00 debt,Food,10555.0
Fruits Charges Rs. 36578,Food,36578.0
Bill From Apollo Pharmacy Of Inr 8436 on 12/05,Health,8436.0
accessories 18747 was debited... correction 11910 rs,Shopping,11910.0
Disney+ 44136 successful,Entertainment,44136.0
repairs payment of inr5779,Housing,5779.0
Spent 42397 rs on Cult.fit,Health,42397.0
H&M Typo 11867 read as INR 34545 via gpay,Shopping,34545.0
Office Canteen Lunch Inr 44911,Food,44911.0
snack cost 36244,Food,36244.0
Debit Swipe Udemy 16069 upi ref 95684,Education,16069.0
Monthly book ₹45387,Education,45387.0
Spent Rs. 24336 on Blinkit,Food,24336.0
BigBasket Not 2883 but 38951.00,Food,38951.0
Spent Inr40003 On Withdrawal,Others,40003.0
UPI payment to Dominos 20523 rs via phonepe,Food,20523.0
bought new sneakers Rs. 9151 successful,Shopping,9151.0
Instamart 20870.00,Food,20870.0
Bill from H&M of 41315 rs,Shopping,41315.0
monthly apparel 37222 last night,Shopping,37222.0
paid inr20662 at myntra successful,Shopping,20662.0
Rs. 48920 for prepaid,Utilities,48920.0
Monthly book Rs. 2196,Education,2196.0
Debit swipe Air Asia 16572,Transport,16572.0
upi payment to irctc ₹14536 cred,Transport,14536.0
monthly bus pass renewal INR 7005,Transport,7005.0
Spent 34400 rs on electronics,Shopping,34400.0
Spent 33047 rs on Pizza Hut,Food,33047.0
Ordered from Myntra INR 5807,Shopping,5807.0
Bill from Amazon Prime of INR49872 on card,Entertainment,49872.0
Paid Rs. 4376 at Bank,Income,4376.0
hp petrol transfer 7530 actually ₹49576,Transport,49576.0
Spent ₹9834 on prepaid,Utilities,9834.0
Spent 27144 Rs On Bigbasket upi ref 34632,Food,27144.0
Debit swipe Jio INR23904 on 12/05,Utilities,23904.0
Debit Swipe Airtel Inr22276,Utilities,22276.0
Spent INR5205 on Blinkit,Food,5205.0
auto typo 34038 read as 1832 rs,Transport,1832.0
Myntra Not 8336 but INR46982,Shopping,46982.0
Bookmyshow 36602.00 debt,Entertainment,36602.0
Vi 19368.00 yesterday,Utilities,19368.0
Paid Rs. 24452 at Tata Sky,Utilities,24452.0
Byju's Bill is 49779 rs not 35390 today,Education,49779.0
Paid for shoes INR 45292 on card today,Shopping,45292.0
Rapido Payment 41730.00,Transport,41730.0
paid ₹9804 at flipkart,Shopping,9804.0
debit swipe bank 12378 rs,Income,12378.0
Ordered from Bescom 15511,Utilities,15511.0
bank credit received 45091.00,Income,45091.0
Coursera 33774,Education,33774.0
paid inr10553 at rapido,Transport,10553.0
restaurant charges ₹14425,Food,14425.0
hospital payment of 6703.00,Health,6703.0
Train Transfer 2842 Actually Inr 20306,Transport,20306.0
