text,category,amount
snack Not 813 but 49344 rs,Food,49344
Home Centre Inr 40805,Housing,40805
ride payment of ₹32325,Transport,32325
Pizza Hut Rs. 1749,Food,1749
Dominos 26058 was debited... correction INR31045,Food,31045
Debit swipe IMAX ₹41802,Entertainment,41802
restaurant payment of INR 5916,Food,5916
H&M payment 40757.00 debt,Shopping,40757
Ajio payment 17344,Shopping,17344
accessories charges Rs. 12668 today,Shopping,12668
dental cleaning charges rs. 15419,Health,15419
Monthly test INR 2137,Health,2137
ordered from byju's inr 34592,Education,34592
office canteen lunch Rs. 22968 successful,Food,22968
Upi Payment To Vi 7460.00,Utilities,7460
Airtel ₹18461 txn id 828296,Utilities,18461
Office Cab Ride ₹7075,Transport,7075
₹6490 for prepaid,Utilities,6490
vegetables bill is 14086... sorry 28161 rs,Food,28161
"Adidas ₹3126 is the amount, not 3426",Shopping,3126
Ordered from Decathlon Rs. 2222 successful,Shopping,2222
Paid For Food 48512,Food,48512
Bill from Cult.fit of ₹13508,Health,13508
₹20546 paid to udemy,Education,20546
Transaction at Subway for 6806 rs today,Food,6806
Debit swipe IMAX 3382 rs,Entertainment,3382
paid 11543.00 at swiggy on 12/05,Food,11543
Monthly college 45434,Education,45434
Spent 27787.00 On Myntra,Shopping,27787
Movie Payment Of Inr 36348,Entertainment,36348
zomato 17128 was debited... correction 21712,Food,21712
Ordered From Uber ₹30121,Transport,30121
bought new sneakers INR 23837,Shopping,23837
tea break at stall 33971 rs,Food,33971
Inr 24239 For Electricity cred,Housing,24239
Spent 46729 Rs On Clothes on 12/05,Shopping,46729
"uber calculated 10586 incorrectly, actual is ₹45285",Transport,45285
cafe Not 19462 but INR 30196,Food,30196
flight Not 27591 but 46603,Transport,46603
UPI payment to NoBroker 41005,Housing,41005
spent 18091 on trip upi ref 65023,Transport,18091
Apparel Typo 32546 Read As 31357.00,Shopping,31357
UPI payment to IKEA INR30291,Housing,30291
Amazon 13422 via phonepe,Shopping,13422
BigBasket Transfer 34375 actually 41441 rs debt,Food,41441
Spent 45416 on Employer,Income,45416
UPI payment to NoBroker Rs. 25576,Housing,25576
Apparel Spent 34950 Oh Wait It Was Rs. 34780 via gpay,Shopping,34780
Paid ₹2360 at Flipkart,Shopping,2360
gas cylinder booking INR2912,Utilities,2912
airtel 35956 no make it inr6818,Utilities,6818
ordered from client inr 2589,Income,2589
Spent 11905 on consultation,Health,11905
Ordered from Nike INR 30741,Shopping,30741
apparel cost 37737,Shopping,37737
Monthly petrol ₹20613 cred yesterday,Transport,20613
just paid breakfast bill rs. 49451,Food,49451
Monthly donation Rs. 27067,Others,27067
diwali shopping for family ₹25128,Shopping,25128
Bill from Jio of 30543.00,Utilities,30543
diesel not 39512 but 23709.00,Transport,23709
Spent 34400 rs on subscription,Entertainment,34400
Cure.fit payment 11151.00 yesterday,Health,11151
UPI payment to Vi 13446 rs,Utilities,13446
Ordered from Kindle INR 34142,Education,34142
Ola Inr38120,Transport,38120
"bigbasket calculated 43541 incorrectly, actual is 23879 rs",Food,23879
sunday brunch bill INR 8421,Food,8421
shoes payment of 41707,Shopping,41707
Bill from Practo of 30916.00 on 12/05,Health,30916
pharmacy expense 16293 rs,Health,16293
Transaction At Air Asia For Inr7143,Transport,7143
Spent ₹21465 on Adidas,Shopping,21465
INR39385 for maid via phonepe,Housing,39385
loan repayment to friend INR1200,Others,1200
Rs. 2491 Paid To Instamart,Food,2491
Paid for postpaid Rs. 975 via phonepe,Utilities,975
Bill from Indigo of ₹42337,Transport,42337
vegetables Not 21718 but INR31132,Food,31132
purchase cost 4844 rs debt,Shopping,4844
flight charges ₹19312,Transport,19312
Bill From Decathlon Of Inr 20815 on 12/05,Shopping,20815
Debit swipe Bank 26837 txn id 870240,Income,26837
office cab ride INR13650,Transport,13650
INR 11070 for school,Education,11070
Bill from H&M of 19370,Shopping,19370
33067 rs for restaurant,Food,33067
debit swipe tata sky 347,Utilities,347
Transaction at Uber for 38319,Transport,38319
went out for dinner with friends 6432 rs,Food,6432
just paid toll bill inr 43066 debt yesterday,Transport,43066
fuel cost ₹15700,Transport,15700
₹8854 for trip,Transport,8854
auto charges 47329.00,Transport,47329
Went Out For Dinner With Friends Inr9568 on card,Food,9568
Debit Swipe Kfc 36922.00,Food,36922
Employer 22395.00,Income,22395
Transaction at Nike for 25675 rs,Shopping,25675
cult.fit spent 47086 oh wait it was rs. 42077,Entertainment,42077
ride Bill is 215... sorry Rs. 20316,Transport,20316
shopping spree at mall ₹26597,Shopping,26597
sunday brunch bill 42497 rs via phonepe,Food,42497
Paid for carpenter 25602 rs,Housing,25602
Instamart INR9293 ... not 34501,Food,9293
Monthly prepaid INR 23681,Utilities,23681
Just paid postpaid bill Rs. 7890,Utilities,7890
ordered late night snacks Rs. 1345,Food,1345
movie night with family 41999 rs via paytm,Entertainment,41999
diesel expense Rs. 23811 cred,Transport,23811
"furniture Rs. 14264 is the amount, not 34560",Housing,14264
society maintenance paid INR9179 via phonepe,Housing,9179
Paid For Gas Bill Inr 15316 today,Housing,15316
transaction at bigbasket for inr 19006 successful,Food,19006
INR14571 paid to Apple Store,Shopping,14571
carpenter Paid 6837 wait no 22106.00 successful,Housing,22106
physiotherapy session INR 13616 via phonepe,Health,13616
Paid for apparel INR9153,Shopping,9153
fuel filled for bike Rs. 9151 successful,Transport,9151
9949.00 paid to ikea on 12/05,Housing,9949
Diwali Shopping For Family Inr 8724 successful,Shopping,8724
monthly bus pass renewal 14595 rs,Transport,14595
Transaction At Irctc For Rs. 16156,Transport,16156
UPI payment to Jio INR17883,Utilities,17883
booked flight tickets for vacation Rs. 17359,Transport,17359
Transaction at Vi for 6014 rs,Utilities,6014
cafe Spent 4300 oh wait it was Rs. 35266,Food,35266
INR 30134 for game via phonepe,Entertainment,30134
spent 32064.00 on gift,Shopping,32064
UPI payment to Swiggy 15453 rs,Food,15453
Lunch Charges 744.00 on card,Food,744
Paid Monthly House Rent 46103.00,Housing,46103
Dishtv Paid 8964 Wait No ₹34043 via gpay on 12/05,Utilities,34043
Salary Expense Rs. 48911,Income,48911
Zomato Spent 32230 Oh Wait It Was 41283 on card,Food,41283
bill from indigo of 41919,Transport,41919
electricity payment of 6479.00,Housing,6479
Bill from Burger King of ₹14370,Food,14370
donation expense ₹14316,Others,14316
just paid electronics bill ₹25413,Shopping,25413
Bill From Unknown Of ₹43049,Others,43049
Paid for party Rs. 31610,Entertainment,31610
Shopping Spree At Mall Rs. 24475 upi ref 86299,Shopping,24475
renewed netflix subscription Rs. 14285 today,Entertainment,14285
Monthly subscription INR3685,Entertainment,3685
Diwali Shopping For Family ₹4182,Shopping,4182
Amazon Paid 668 Wait No ₹15618 cred,Shopping,15618
Spent 10263 on clothes,Shopping,10263
Spent ₹4386 on Myntra,Shopping,4386
ordered late night snacks ₹32599,Food,32599
Went Out For Dinner With Friends ₹7568,Food,7568
Spent INR 12064 on tuition,Education,12064
Paid for cashback INR12864,Income,12864
Spent 42431 rs on trip,Transport,42431
maintenance cost INR6073,Housing,6073
Debit swipe Employer INR 31768 successful on 12/05,Income,31768
Spent 14923.00 On Bookmyshow last night,Entertainment,14923
plumbing service charge Rs. 21261 via gpay,Housing,21261
Bescom Bill is Rs. 26737 not 5909 on card,Utilities,26737
Show Cost 14955 Rs,Entertainment,14955
Paid For Shoes 29292 Rs,Shopping,29292
39991 paid to BigBasket,Food,39991
ordered from myntra 44833 rs,Shopping,44833
misc inr 6098 ... not 45231 cred,Others,6098
Spent INR 33359 on Zara,Shopping,33359
Spent ₹19459 on HP Petrol,Transport,19459
fuel payment of 22792 rs,Transport,22792
Spent ₹37706 on book,Education,37706
Paid for dinner Rs. 16224,Food,16224
30215 rs for cinema via phonepe,Entertainment,30215
debit swipe starbucks inr42048,Food,42048
shopping expense INR2546,Shopping,2546
Paid Rs. 24735 at Unknown,Others,24735
paid for plumber rs. 42296 last night,Housing,42296
Bill From Pizza Hut Of Rs. 13550 via paytm,Food,13550
maid not 11713 but ₹30678 on card,Housing,30678
Debit Swipe Indigo Inr 10269,Transport,10269
Ordered From Coursera 47554 Rs yesterday,Education,47554
Transaction At Zomato For ₹42349,Food,42349
Birthday Treat For Team 46110 Rs yesterday,Food,46110
Swiggy Rs. 28066 txn id 716366 yesterday,Food,28066
monthly furniture rs. 8761 txn id 930265,Housing,8761
upi payment to shell ₹19753,Transport,19753
indigo inr25193,Transport,25193
ride transfer 1828 actually rs. 20719,Transport,20719
grocery cost inr 44971 last night,Food,44971
Paid ₹14029 At Nobroker,Housing,14029
playstation rs. 40772 ... not 2128,Entertainment,40772
bought new sneakers INR 45094,Shopping,45094
internet payment of 49207 rs,Utilities,49207
32184 rs paid to H&M via paytm,Shopping,32184
gift expense INR33348,Shopping,33348
purchase expense ₹46169,Shopping,46169
event expense 37389 rs,Entertainment,37389
Transaction at Decathlon for 8217,Shopping,8217
dominos payment inr12717 via gpay,Food,12717
Spent 29033 rs on movie,Entertainment,29033
INR 10310 paid to Uber,Transport,10310
Bill From Irctc Of 41603.00,Transport,41603
"act fibernet inr42810 is the amount, not 7106",Utilities,42810
INR 9260 paid to Air Asia,Transport,9260
Spent Rs. 5378 on Ola today,Transport,5378
"food Calculated 40925 incorrectly, actual is 9731",Food,9731
loan repayment to friend 5478 rs,Others,5478
diwali shopping for family rs. 34767,Shopping,34767
shopping charges 40928.00 successful,Shopping,40928
paid inr9181 at burger king,Food,9181
₹44386 paid to IRCTC txn id 237796,Transport,44386
Purchase Bill Is 20578 Not 27602 txn id 576126,Shopping,20578
Bill from Apple Store of Rs. 27780,Shopping,27780
paid for metro 9819.00,Transport,9819
recharge charges 27028.00,Utilities,27028
food payment of 31101 rs,Food,31101
fuel expense INR28242,Transport,28242
Just paid cinema bill 9276 rs debt,Entertainment,9276
coffee charges 19954.00,Food,19954
8463 rs paid to Nike,Shopping,8463
just paid workshop bill 9679.00,Education,9679
nike rs. 49037 upi ref 47587,Shopping,49037
Just paid trip bill Rs. 45290,Transport,45290
Home Centre payment INR 19592,Housing,19592
INR 31520 for carpenter,Housing,31520
water tanker charges 32483,Utilities,32483
H&M payment Rs. 3380,Shopping,3380
Food Payment Of Inr 5358,Food,5358
school bus fee 11664,Education,11664
Paid For Lunch ₹28696,Food,28696
ikea spent 29618 oh wait it was 13759 rs,Housing,13759
Monthly prepaid 39672,Utilities,39672
transaction at amazon for 42206 debt,Shopping,42206
INR 36732 paid to Adidas,Shopping,36732
Spent 34173 rs on coffee today,Food,34173
48964.00 paid to asian paints,Housing,48964
Shopping Spree At Mall ₹45707,Shopping,45707
shopping charges rs. 36548 last night,Shopping,36548
Bus Expense 4492 Rs,Transport,4492
maid salary for this month Rs. 23974,Housing,23974
"Zara Calculated 17213 Incorrectly, Actual Is 8140",Shopping,8140
Ordered From Subway ₹29997 cred,Food,29997
Ordered from Cure.fit 13000.00,Health,13000
Transaction at Bank for INR 38523,Income,38523
Zara Not 25521 but INR 41400 cred,Shopping,41400
book cost 16120,Education,16120
Just paid shoes bill Rs. 5823 last night,Shopping,5823
Bill from Rapido of Rs. 19413,Transport,19413
transaction at rapido for 41317.00 via paytm,Transport,41317
"flight calculated 46771 incorrectly, actual is 15720 rs via phonepe",Transport,15720
movie Spent 34372 oh wait it was INR 11318,Entertainment,11318
Cure.fit payment ₹8498,Health,8498
Instamart 23884.00,Food,23884
Monthly postpaid INR 44526 last night,Utilities,44526
Paid for cinema 11538 rs via paytm,Entertainment,11538
weekend party expenses INR48177,Entertainment,48177
Ordered from Act Fibernet ₹22647,Utilities,22647
Tea Break At Stall 14796.00,Food,14796
coffee Paid 27743 wait no ₹37802,Food,37802
Paid INR 48806 at Swiggy,Food,48806
Starbucks Typo 18345 read as 36099 rs,Food,36099
Ordered from Myntra 39904.00,Shopping,39904
Ola payment Rs. 43704,Transport,43704
spent 49702.00 on swiggy today,Food,49702
school charges rs. 32987,Education,32987
cab expense rs. 9795,Transport,9795
Spent 41830 on DishTV,Utilities,41830
Monthly purchase 2480,Shopping,2480
UPI payment to Air Asia INR1055 upi ref 70164,Transport,1055
Ordered from Starbucks Rs. 13890 via phonepe yesterday,Food,13890
Inr 8514 Paid To Nike,Shopping,8514
Spent 30139.00 on BigBasket,Food,30139
Bill from Instamart of 47583 rs via phonepe,Food,47583
Burger King ₹25705,Food,25705
Just paid concert bill INR6412,Entertainment,6412
renewed netflix subscription INR 5316,Entertainment,5316
Just paid diesel bill 38631 via paytm,Transport,38631
Ajio INR 7450,Shopping,7450
Debit Swipe Bigbasket ₹22526 on 12/05,Food,22526
41891 Paid To Myntra,Shopping,41891
Just paid shopping bill INR 17546,Shopping,17546
Air Asia Bill is ₹31721 not 39458 last night,Transport,31721
8907 rs paid to Nike,Shopping,8907
electricity bill paid online Rs. 38816 debt,Utilities,38816
Paid 14711 at Urban Company,Housing,14711
employer payment 31656.00,Income,31656
38373 rs for game,Entertainment,38373
Clothes Cost Inr 38068 cred,Shopping,38068
Spent INR 29851 on vegetables,Food,29851
Paid ₹24753 at Apple Store,Shopping,24753
Transaction at Act Fibernet for INR 29265,Utilities,29265
Bill from Burger King of INR 1534,Food,1534
gift for wedding 19962 rs cred,Others,19962
restaurant expense 36140.00,Food,36140
Cafe Not 27564 But Rs. 19386,Food,19386
INR 14756 paid to Steam upi ref 78178,Entertainment,14756
vegetables 9160 was debited... correction 42139 rs,Food,42139
Ordered From Starbucks 48313,Food,48313
"Friend Calculated 10008 incorrectly, actual is INR49711",Others,49711
Snack Expense 10645,Food,10645
Apple Store payment ₹33663,Shopping,33663
IRCTC payment INR24751,Transport,24751
repairs charges INR 44170,Housing,44170
dth cost Rs. 13004,Utilities,13004
postpaid expense inr31838,Utilities,31838
Spent INR39913 on Rapido,Transport,39913
Plumbing Service Charge Inr 13823,Housing,13823
ordered from vi ₹7187,Utilities,7187
spent inr46375 on electrician,Housing,46375
Ola Transfer 40229 actually 43257,Transport,43257
Transaction at Asian Paints for Rs. 9588,Housing,9588
Paid for subscription 8341.00,Entertainment,8341
Paid for coffee 39806.00,Food,39806
₹45669 for gift,Shopping,45669
Ordered from Charity ₹34692 debt last night,Others,34692
"Subway INR 31310 is the amount, not 8384",Food,31310
"gas bill 2382 is the amount, not 34994",Housing,2382
doctor consultation fee inr18601 yesterday,Health,18601
Monthly Auto Inr36456,Transport,36456
paid for purchase 26376.00,Shopping,26376
ride Bill is Rs. 35571 not 32943,Transport,35571
Indigo Bill is 15317... sorry Rs. 43662 upi ref 76520,Transport,43662
Netflix payment INR48664,Entertainment,48664
Pizza Hut Rs. 49850 instead of 5781,Food,49850
Debit swipe Vi INR34984 yesterday,Utilities,34984
Bill from Zara of INR1544,Shopping,1544
Uber ₹30978,Transport,30978
Spent ₹23150 on prepaid via gpay,Utilities,23150
Just paid restaurant bill Rs. 27091,Food,27091
food expense Rs. 17499,Food,17499
debit swipe h&m 28575 rs yesterday,Shopping,28575
parking charges at mall 32384,Transport,32384
paid for training inr 44281 via phonepe,Education,44281
atm cost rs. 39617 via phonepe,Others,39617
Instamart 33091 rs,Food,33091
Cult.fit 43127,Health,43127
"flipkart calculated 27 incorrectly, actual is rs. 5100",Shopping,5100
Paid Inr 8455 At Tata Sky,Utilities,8455
bought vegetables from local shop 20960 rs,Food,20960
KFC payment 26142 rs,Food,26142
Paid for snack Rs. 12475 on card,Food,12475
Ordered from Practo ₹30663,Health,30663
unknown transaction Rs. 2566,Others,2566
Bill from NoBroker of 34693,Housing,34693
Paid For Fuel Inr33475,Transport,33475
Just paid food bill 40581.00 via phonepe,Food,40581
class Spent 10286 oh wait it was INR24569,Education,24569
cafe not 28053 but inr40156,Food,40156
bill from decathlon of inr 47638,Shopping,47638
UPI payment to Air Asia 3843 rs,Transport,3843
Paid For Gift ₹47727,Shopping,47727
apparel Typo 46444 read as INR 43632 txn id 730888,Shopping,43632
Blinkit payment INR 26109,Food,26109
broadband charges 36482,Utilities,36482
Spent ₹11591 on test,Health,11591
Spent Rs. 21620 on Steam txn id 389862,Entertainment,21620
sunday brunch bill Rs. 4663,Food,4663
"apparel Calculated 13869 incorrectly, actual is 38756",Shopping,38756
Ola payment INR 34343,Transport,34343
38059 rs paid to Pizza Hut,Food,38059
Debit swipe H&M INR25987,Shopping,25987
INR 35697 paid to Shell,Transport,35697
Mobile Charges Rs. 5592 txn id 308882,Utilities,5592
38568 Rs Paid To Airtel successful,Utilities,38568
Just Paid Furniture Bill 38268 Rs,Housing,38268
Decathlon ₹48811,Shopping,48811
Debit Swipe Medplus Inr 737 debt,Health,737
Just paid ride bill 8061.00,Transport,8061
class charges rs. 4124,Education,4124
Just Paid Dth Bill Rs. 40965 via paytm,Utilities,40965
Rapido Inr17020,Transport,17020
bigbasket payment 14721,Food,14721
23722.00 paid to Unacademy yesterday,Education,23722
Bill from Zomato of 24285.00,Food,24285
Ordered from IKEA ₹19743,Housing,19743
train 11907 was debited... correction 20717.00,Transport,20717
Spent 48342.00 On Train debt,Transport,48342
Just paid train bill INR 41673,Transport,41673
Paid for grocery 21548 cred,Food,21548
Just Paid Dth Bill Rs. 15992,Utilities,15992
12543 rs paid to friend,Others,12543
course INR41754 instead of 22225,Education,41754
Ordered From Adidas ₹10534 successful,Shopping,10534
ordered from subway rs. 49434 on card,Food,49434
Nike payment 37205.00,Shopping,37205
winter wear purchase 15741 on 12/05,Shopping,15741
Just Paid Electrician Bill Inr38284 txn id 500967,Housing,38284
Monthly petrol INR16034,Transport,16034
shopping spree at mall INR 47025,Shopping,47025
Myntra Typo 4411 read as INR36624,Shopping,36624
Ordered from Starbucks 20028.00,Food,20028
Transaction at Charity for Rs. 36974,Others,36974
Bill from NoBroker of INR48626,Housing,48626
coffee expense 4035.00 txn id 186518,Food,4035
Electrician Repair Work ₹23138,Housing,23138
Debit Swipe Bank 22961,Income,22961
debit swipe air asia 36188,Transport,36188
Just paid snack bill 7845.00,Food,7845
metro ride to work INR15812 successful,Transport,15812
electronics payment of Rs. 40482,Shopping,40482
train ticket booking tatkal ₹20666 via gpay,Transport,20666
Myntra ₹49283 ... not 21843,Shopping,49283
Rs. 8343 Paid To Irctc,Transport,8343
Apple Store 6289 rs instead of 8760,Shopping,6289
spent rs. 8657 on bigbasket,Food,8657
Debit Swipe Apple Store Inr31107,Shopping,31107
Just Paid Fuel Bill 48019.00 via gpay,Transport,48019
Air Asia payment ₹41030 debt,Transport,41030
Friend payment Rs. 21673 upi ref 19158,Others,21673
Ride Charges Inr 15113,Transport,15113
Paid for diesel 15130 rs,Transport,15130
petrol payment of INR 42866,Transport,42866
Spent INR32208 on apparel,Shopping,32208
Paid 8438 at Unknown,Others,8438
bill expense INR40701,Utilities,40701
parking charges at mall INR 28566 upi ref 77138,Transport,28566
spent 47817 on ola,Transport,47817
Paid For Fruits 24418,Food,24418
water tanker charges 45911 rs,Utilities,45911
streaming service monthly fee 49886 rs,Entertainment,49886
Paid INR 1223 at IRCTC last night,Transport,1223
Upi Payment To Ola 8118 debt,Transport,8118
Fruits Charges Rs. 36578,Food,36578
Trip Expense Rs. 37894 on 12/05,Transport,37894
23751 for restaurant,Food,23751
Debit Swipe Irctc ₹1690,Transport,1690
Spent INR25080 on Cult.fit,Entertainment,25080
unacademy payment 14628 rs,Education,14628
Debit swipe Indigo INR 2706,Transport,2706
Rs. 11449 paid to Blinkit via phonepe,Food,11449
43863 paid to ajio debt,Shopping,43863
Monthly dth 34674 rs,Utilities,34674
26800 rs paid to Dominos txn id 496077,Food,26800
Ordered from Amazon 27359,Shopping,27359
monthly doctor inr 37932,Health,37932
Spent ₹41483 On Postpaid,Utilities,41483
stipend cost 18239.00,Income,18239
upi payment to kindle inr17899 debt,Education,17899
broadband bill is 26180 rs not 34969,Utilities,26180
"training 45108 is the amount, not 14340",Education,45108
Just paid clothes bill 13256,Shopping,13256
Shell payment INR21854,Transport,21854
Just Paid Breakfast Bill 22622 Rs,Food,22622
Spent Rs. 14194 On Vegetables,Food,14194
Paid 276 at Tata Sky,Utilities,276
food payment of inr 2701,Food,2701
Debit swipe Adidas 6471.00,Shopping,6471
Electronics Charges 26934.00,Shopping,26934
₹24497 for breakfast via phonepe,Food,24497
parking not 13392 but ₹11260,Transport,11260
food expense Rs. 16961,Food,16961
Spent 3678 Rs On Electronics via paytm,Shopping,3678
BigBasket payment ₹35180,Food,35180
doctor charges 35886.00,Health,35886
Decathlon Not 41762 But ₹23611 via paytm,Shopping,23611
UPI payment to Amazon INR 24212 last night,Shopping,24212
Transaction at DishTV for Rs. 30781 on card,Utilities,30781
₹17281 paid to Coursera,Education,17281
transaction at tata sky for 2413,Utilities,2413
Monthly mobile ₹24482 debt,Utilities,24482
transaction at starbucks for inr 29929,Food,29929
winter wear purchase Rs. 27034 via phonepe,Shopping,27034
Food Not 22526 But 29177 yesterday,Food,29177
cafe charges 18823,Food,18823
"Act Fibernet INR17658 is the amount, not 8594 via phonepe",Utilities,17658
debit swipe blinkit 1053 rs,Food,1053
Monthly Restaurant Rs. 15367,Food,15367
Spent 19000.00 on Shell txn id 244955,Transport,19000
Bill from Urban Company of ₹47050,Housing,47050
Ordered From Airtel Inr 21579 cred,Utilities,21579
paid for trip 26562 rs successful,Transport,26562
Gift Bill Is 41592.00 Not 8980 via gpay,Shopping,41592
Starbucks 42052.00,Food,42052
Transaction at Tata Sky for INR 12405,Utilities,12405
air asia transfer 9970 actually 3000,Transport,3000
electronics payment of 6864 rs,Shopping,6864
Transaction at Blinkit for INR 9010,Food,9010
Bill from BigBasket of 41035.00,Food,41035
auto expense 13991 rs,Transport,13991
electricity bill paid online 38586.00 yesterday,Utilities,38586
Cure.fit Bill is INR465 not 39395,Health,465
Internet Charges Inr 27058 via paytm,Utilities,27058
Credited Bill Is Rs. 45704 Not 3298,Income,45704
Dinner 43005.00 ... Not 49225,Food,43005
"Jio Rs. 9370 is the amount, not 11478",Utilities,9370
Flipkart INR 8411 on card,Shopping,8411
Transaction at Kindle for 22972.00,Education,22972
ride not 25363 but 35890,Transport,35890
Paid for game 5828 rs,Entertainment,5828
Paid 14642 At Tata Sky,Utilities,14642
Auto Rickshaw Fare 18272 successful,Transport,18272
just paid party bill rs. 7539,Entertainment,7539
Spent 19929.00 on Burger King txn id 229827,Food,19929
ordered clothes online INR 49715,Shopping,49715
MedPlus 44992 rs ... not 29238,Health,44992
Cab Charges 4861 Rs via phonepe,Transport,4861
Just paid restaurant bill INR37499,Food,37499
spent 49234.00 on zara,Shopping,49234
Bill from McDonalds of INR 12725,Food,12725
McDonalds Bill is 36356... sorry Rs. 42868,Food,42868
Just paid electronics bill 22074.00 cred,Shopping,22074
Monthly breakfast 21815.00,Food,21815
diwali shopping for family 22599 rs,Shopping,22599
H&M Transfer 48011 actually 8810.00 txn id 701975,Shopping,8810
just paid auto bill 49782 upi ref 54883,Transport,49782
gift cost Rs. 25984,Shopping,25984
Spent INR47909 on Charity,Others,47909
HP Petrol INR2800,Transport,2800
ordered clothes online INR 2792 last night,Shopping,2792
adidas 14230 instead of 30961 on card,Shopping,14230
food 6111 no make it 10555.00 debt,Food,10555
Spent 6616.00 On Ola via gpay,Transport,6616
"Train Calculated 3138 Incorrectly, Actual Is ₹36799",Transport,36799
paid inr 23655 at kfc,Food,23655
rs. 23119 paid to asian paints,Housing,23119
Debit Swipe Unknown 22719,Others,22719
"Swiggy 19341.00 is the amount, not 44396 upi ref 82754",Food,19341
Paid for fitness center Rs. 35766 today,Entertainment,35766
Debit swipe 1mg 32122 rs,Health,32122
shoes payment of ₹5956,Shopping,5956
INR30918 paid to Steam upi ref 14363,Entertainment,30918
Electrician Repair Work 3602 Rs,Housing,3602
gym charges Rs. 44370,Entertainment,44370
metro 18747 was debited... correction 11910 rs,Transport,11910
cafe 31610 was debited... correction ₹42808,Food,42808
coffee payment of INR28015,Food,28015
transaction at unacademy for inr 5556,Education,5556
Vi INR19040 via phonepe,Utilities,19040
electronics Typo 41014 read as 1448 rs,Shopping,1448
Ordered from Jio 42335.00,Utilities,42335
Rapido Inr27103,Transport,27103
H&M payment 15392.00,Shopping,15392
Monthly Atm ₹16487,Others,16487
birthday treat for team 49155.00,Food,49155
Ordered from KFC 40307 successful,Food,40307
monthly bus pass renewal inr5805,Transport,5805
ordered late night snacks 42303 successful today,Food,42303
Just paid class bill ₹43528,Education,43528
Transaction at Myntra for INR9834 upi ref 77648,Shopping,9834
Cinema Expense Rs. 35524,Entertainment,35524
maid payment of 29141 rs via phonepe,Housing,29141
Transaction at BigBasket for 44154.00,Food,44154
INR 3518 paid to Nike upi ref 64720,Shopping,3518
coffee payment of 20735,Food,20735
UPI payment to Subway Rs. 14745 on card,Food,14745
Upi Payment To H&M Rs. 21547,Shopping,21547
Paid Rs. 8208 at Act Fibernet upi ref 62730 last night,Utilities,8208
Monthly repairs 1812,Housing,1812
Paid for doctor 24297 yesterday,Health,24297
food charges INR31746 via paytm last night,Food,31746
Amazon ₹43831,Shopping,43831
electronics store bill 41718,Shopping,41718
spent 3984 on party,Entertainment,3984
yoga charges ₹12178 upi ref 34453,Health,12178
office cab ride inr43628 upi ref 70902,Transport,43628
McDonalds Spent 42770 oh wait it was Rs. 29446,Food,29446
Rs. 38560 for fruits,Food,38560
school expense inr 7089 via phonepe,Education,7089
Bill Typo 28792 Read As 46101.00 last night,Utilities,46101
recharge cost INR31929,Utilities,31929
h&m paid 21850 wait no 20450 rs cred last night,Shopping,20450
just paid electronics bill inr 2465,Shopping,2465
Monthly Fruits 42416 debt,Food,42416
medicine Not 6497 but 17511.00,Health,17511
INR13162 paid to Swiggy,Food,13162
whitewashing labor cost INR 20996,Housing,20996
dth yearly subscription Rs. 13169,Utilities,13169
booked flight tickets for vacation 36407 rs,Transport,36407
restaurant cost INR 12731,Food,12731
Paid For Cab 20145.00,Transport,20145
dinner charges INR 44522,Food,44522
ride Typo 17451 read as 36028 yesterday,Transport,36028
Food Bill Is 45770 Rs Not 41299 debt yesterday,Food,45770
ordered clothes online 36925 rs,Shopping,36925
auto rickshaw fare INR31771,Transport,31771
Monthly snack ₹48766 last night,Food,48766
breakfast expense ₹36330,Food,36330
Transaction At Dishtv For 13998.00,Utilities,13998
birthday treat for team Rs. 5536,Food,5536
tuition expense 31728 rs,Education,31728
shoes cost Rs. 12310,Shopping,12310
Inr 26296 For Show upi ref 97534,Entertainment,26296
Debit swipe Apple Store Rs. 46784,Shopping,46784
Zomato Not 39898 but 18059 rs,Food,18059
"parking calculated 26719 incorrectly, actual is 25432",Transport,25432
Spent INR 43238 on Employer,Income,43238
Apollo Pharmacy 27201.00,Health,27201
broadband cost INR41197 last night,Housing,41197
Ajio ₹49595,Shopping,49595
Spent 6474 on accessories debt,Shopping,6474
UPI payment to Blinkit 20429.00,Food,20429
Disney+ payment INR16033,Entertainment,16033
Subway 39043 Rs,Food,39043
Bill from Zara of INR 43921,Shopping,43921
Accessories Payment Of Rs. 5172,Shopping,5172
bus payment of inr 44892,Transport,44892
apparel cost INR 47887,Shopping,47887
plumbing service charge INR 19615,Housing,19615
Ordered From Client 17617,Income,17617
ride Typo 22888 read as INR23076,Transport,23076
ordered from starbucks inr 40980,Food,40980
Debit Swipe Blinkit Inr 5051 upi ref 70012,Food,5051
Spent 27144 Rs On Bigbasket upi ref 34632,Food,27144
bought vegetables from local shop inr36549 upi ref 95626,Food,36549
Parking Charges 19460 Rs,Transport,19460
gift 26556 no make it ₹5488,Shopping,5488
UPI payment to Asian Paints Rs. 9547 via paytm,Housing,9547
"Gas Bill 48756 Rs Is The Amount, Not 41969",Housing,48756
₹32349 paid to Subway,Food,32349
Act Fibernet Payment 36415.00,Utilities,36415
Ordered From H&M Inr 47619,Shopping,47619
decathlon payment ₹21083,Shopping,21083
monthly vegetables inr 43159,Food,43159
interest credited to account ₹17928,Income,17928
